FACILITY_NAME,site_id,CLASS_STATUS,CONTACT,Latitude,Longitude,LOCATION_ADDRESS_LINE_1,LOCATION_ADDRESS_LINE_2,CITY,STATE,ZIP,NAICS,SIC,COUNTY,PERMIT_DOCUMENT_LINK,PUBLIC_RECORDS_SEARCH_LINK,FACILITY_ECHO_LINK,x,y
"Sara Lee Frozen Bakery, LLC",3300150,Title V,Raleigh Regional Office,35.8729,-77.5596,110 Sara Lee Road,,Tarboro,NC,27886,"Frozen Cakes, Pies, and Other Pastries Manufacturing (311813)","Frozen Bakery Products, Except Bread (2053)",Edgecombe,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%223300150%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%223300150%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003703300150,-8633895.178,4283146.671925974
Shurtape Technologies - Hickory/Highland Plant,1800206,Title V,Mooresville Regional Office,35.7378,-81.3081,"1620 Highland Avenue, NE",,Hickory,NC,28601,Paper Bag and Coated and Treated Paper Manufacturing (322220),"Paper Coated And Laminated, Nec (2672)",Catawba,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%221800206%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%221800206%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003701800206,-9051176.289,4264602.775741399
"Shurtape Technologies, Inc. - Plant No. 24",1400185,Title V,Asheville Regional Office,35.856,-81.5026,220 Pleasant Hill Road,,Hudson,NC,28638,Paper Bag and Coated and Treated Paper Manufacturing (322220),"Paper Coated And Laminated, Nec (2672)",Caldwell,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%221400185%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%221400185%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003701400185,-9072827.93,4280825.2416609675
"Shurtape Technologies, LLC - Stony Point Plant",0200037,Title V,Mooresville Regional Office,35.8646,-81.0502,8510 Highway 90 West,,Stony Point,NC,28678,Paper Bag and Coated and Treated Paper Manufacturing (322220),"Paper Coated And Laminated, Nec (2672)",Alexander,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%220200037%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%220200037%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003700200037,-9022466.993,4282006.499346568
Silgan Containers,7800203,Title V,Fayetteville Regional Office,34.7728,-79.3267,"2120 NC 71 Highway North, Unit A",,Maxton,NC,28364,Metal Can Manufacturing (332431),Metal Cans (3411),Robeson,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%227800203%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%227800203%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003707800203,-8830607.85,4133048.2762508816
Smithfield Fresh Meats Corp. - Tar Heel,0900055,Title V,Fayetteville Regional Office,34.7465,-78.8061,15855 Highway 87 West,,Tar Heel,NC,28392,Animal (except Poultry) Slaughtering (311611),Meat Packing Plants (2011),Bladen,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%220900055%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%220900055%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003700900055,-8772654.923,4129484.647303197
Sofidel Shelby LLC,2300377,Title V,Mooresville Regional Office,35.3166,-81.6086,671 Washburn Switch Road,,Shelby,NC,28150,Pulp Mills (322110),Pulp Mills (2611),Cleveland,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%222300377%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%222300377%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003702300377,-9084627.796,4206989.489136063
"Sonoco Hickory, Inc. - Hickory Plant",1800184,Title V,Mooresville Regional Office,35.7384,-81.314,1246 Main Avenue SE,,Hickory,NC,28602,Plastics Bag Manufacturing (326111),"Bags: Plastics, Laminated And Coated (2673)",Catawba,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%221800184%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%221800184%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003701800184,-9051833.074,4264685.062399556
South Wake Landfill,9200820,Title V,Raleigh Regional Office,35.6749,-78.8514,6300 Old Smithfield Road,,Apex,NC,27539,Solid Waste Landfill (562212),Refuse Systems (4953),Wake,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%229200820%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%229200820%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003709200820,-8777697.696,4255979.827278139
"Southern Veneer Specialty Products, LLC - Moncure",1900039,Title V,Raleigh Regional Office,35.6096,-79.0493,306 Corinth Road,,Moncure,NC,27559,Softwood Veneer and Plywood Manufacturing (321212),Softwood Veneer And Plywood (2436),Chatham,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%221900039%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%221900039%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003701900039,-8799727.824,4247035.050083084
SpecGx LLC - Mallinckrodt Pharmaceuticals,9200349,Title V,Raleigh Regional Office,35.9,-78.5596,8801 Capital Boulevard,,Raleigh,NC,27616,Medicinal and Botanical Manufacturing (325411),Medicinals And Botanicals (2833),Wake,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%229200349%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%229200349%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003709200349,-8745214.669,4286870.236
"St. Johns Packaging USA, LLC",4100823,Title V,Winston-Salem Regional Office,36.0097,-79.8367,2619 Phoenix Drive,,Greensboro,NC,27406,Commercial Gravure Printing (323111),"Commercial Printing, Nec (2759)",Guilford,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%224100823%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%224100823%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003704100823,-8887380.791,4301956.159183749
StarPet Inc.,7600276,Title V,Winston-Salem Regional Office,35.772,-79.8221,801 Pineview Road,,Asheboro,NC,27203,Plastics Material and Resin Manufacturing (325211),Plastics Materials And Resins (2821),Randolph,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%227600276%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%227600276%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003707600276,-8885755.526,4269294.105434471
Statesville Brick Company,4900070,Title V,Mooresville Regional Office,35.7117,-81.0356,391 Brickyard Road,,Statesville,NC,28687,Clay Building Material and Refractories Manufacturing  (327120),Brick And Structural Clay Tile (3251),Iredell,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%224900070%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%224900070%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003704900070,-9020841.728,4261023.905997698
Stepan Company,6500083,Title V,Wilmington Regional Office,34.3136,-77.9806,4600 Highway 421 North,,Wilmington,NC,28401,Artificial and Synthetic Fibers and Filaments Manufacturing (325220),"Organic Fibers, Noncellulosic (2824)",New Hanover,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%226500083%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%226500083%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003706500083,-8680760.684,4070988.9764117682
"Stericycle, Inc.",0100010,Title V,Winston-Salem Regional Office,36.0661,-79.3487,1168 Porter Avenue,,Haw River,NC,27258,Solid Waste Combustors and Incinerators (562213),Refuse Systems (4953),Alamance,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%220100010%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%220100010%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003700100010,-8833056.879,4309720.446012827
"Structural Coatings, Inc. - Clayton",5100159,Title V,Raleigh Regional Office,35.6138,-78.419,8029 US Highway 70 West,,Clayton,NC,27520,Fabricated Structural Metal Manufacturing (332312),Fabricated Structural Metal (3441),Johnston,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%225100159%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%225100159%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003705100159,-8729563.149,4247610.145146504
Surry County Landfill,8600177,Title V,Winston-Salem Regional Office,36.4416,-80.5708,237 Landfill Road,,Mount Airy,NC,27030,Solid Waste Landfill (562212),Refuse Systems (4953),Surry,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%228600177%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%228600177%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003708600177,-8969100.429,4361556.224357882
"Tapaha Dynamics, LLC",1400204,Title V,Asheville Regional Office,35.9,-81.5472,708 Lynhaven Drive,,Lenoir,NC,28645,"Data Processing, Hosting, and Related Services (518210)",Data Processing Services (7374),Caldwell,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%221400204%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%221400204%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003701400204,-9077792.78,4286870.236
"Tar Heel Materials & Handling, LLC (ACI)",8000201,Title V,Mooresville Regional Office,35.7215,-80.655,725 Kesler Road,,Cleveland,NC,27013,Solid Waste Combustors and Incinerators (562213),Refuse Systems (4953),Rowan,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%228000201%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%228000201%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003708000201,-8978473.53,4262367.558699051
"Teijin Automotive Technologies NC Composites, LLC",1400101,Title V,Asheville Regional Office,35.883,-81.5294,601 Hibriten Drive SW,,Lenoir,NC,28645,"Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing (326130)",Laminated Plastics Plate And Sheet (3083),Caldwell,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%221400101%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%221400101%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003701400101,-9075811.293,4284534.271967479
"Teijin Automotive Technologies NC Composites, LLC- Salisbury",8000176,Title V,Mooresville Regional Office,35.7175,-80.6022,6701 Statesville Boulevard,,Salisbury,NC,28147,All Other Plastics Product Manufacturing (326199),"Plastics Products, Nec (3089)",Rowan,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%228000176%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%228000176%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003708000176,-8972595.861,4261819.109066015
"Terra-Mulch Products, LLC",1800267,Title V,Mooresville Regional Office,35.709,-81.2462,219 Simpson Street,,Conover,NC,28613,All Other Miscellaneous Wood Product Manufacturing (321999),"Wood Products, Nec (2499)",Catawba,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%221800267%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%221800267%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003701800267,-9044285.613,4260653.744998877
"Terreva Wayne County RNG, LLC",9600269,Title V,Washington Regional Office,35.2905,-78.067,460B South Landfill Road,,Dudley,NC,28333,Electric Power Distribution (221122),Elec & Other Services Combined (4931),Wayne,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%229600269%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%229600269%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003709600269,-8690378.688,4203429.346499823
The Goodyear Tire & Rubber Company,2600050,Title V,Fayetteville Regional Office,35.1697,-78.8561,6650 Ramsey Street,,Fayetteville,NC,28311,Tire Manufacturing (except Retreading) (326211),Tires And Inner Tubes (3011),Cumberland,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%222600050%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%222600050%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003702600050,-8778220.898,4186966.6767094387
The Quartz Corp USA - KT Mica,6100016,Title V,Asheville Regional Office,35.9058,-82.0626,722 Altapass Highway,,Spruce Pine,NC,28777,Ground or Treated Mineral and Earth Manufacturing (327992),"Minerals, Ground Or Treated (3295)",Mitchell,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%226100016%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%226100016%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003706100016,-9135166.845,4287667.326801827
The Sherwin-Williams Company - Stage Coach Trail,4100868,Title V,Winston-Salem Regional Office,36.0772,-79.9142,113 Stage Coach Trail,,Greensboro,NC,27409,Paint and Coating Manufacturing (325510),Paints And Allied Products (2851),Guilford,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%224100868%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%224100868%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003704100868,-8896008.051,4311249.179043608
The University of North Carolina at Chapel Hill,6800043,Title V,Raleigh Regional Office,35.9069,-79.0623,"575 West Cameron Avenue, CB# 1858",,Chapel Hill,NC,27599,"Colleges, Universities, and Professional Schools (611310)","Colleges And Universities, Nec (8221)",Orange,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%226800043%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%226800043%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003706800043,-8801174.977,4287818.506
Thomas Built Buses - Fairfield Road,4100810,Title V,Winston-Salem Regional Office,35.918,-79.9968,715 West Fairfield Road,,High Point,NC,27263,Motor Vehicle Body Manufacturing (336211),Truck And Bus Bodies (3713),Guilford,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%224100810%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%224100810%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003704100810,-8905203.041,4289344.156694297
"Thomas Built Buses, Inc. - Courtesy Road Facility",4100822,Title V,Winston-Salem Regional Office,35.9418,-80.022,1408 Courtesy Road,,High Point,NC,27260,Motor Vehicle Body Manufacturing (336211),Truck And Bus Bodies (3713),Guilford,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%224100822%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%224100822%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003704100822,-8908008.292,4292616.094040107
Thomas Simpson Construction - ACI,1600157,Title V,Wilmington Regional Office,34.7461,-76.6406,237 Community Road,,Newport,NC,28570,Solid Waste Combustors and Incinerators (562213),Refuse Systems (4953),Carteret,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%221600157%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%221600157%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003701600157,-8531592.566,4129430.456385356
Town of Tarboro (ACI),3300202,Title V,Raleigh Regional Office,35.9158,-77.5172,1601 East Baker Street,,Tarboro,NC,27886,Solid Waste Combustors and Incinerators (562213),Refuse Systems (4953),Edgecombe,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%223300202%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%223300202%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003703300202,-8629175.232,4289041.758422374
Town of Williamston - WWTP (ACI),5900127,Title V,Washington Regional Office,35.8526,-77.0316,1801 Willow Drive,,Williamston,NC,27892,Solid Waste Combustors and Incinerators (562213),Refuse Systems (4953),Martin,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%225900127%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%225900127%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003705900127,-8575118.487,4280358.268153779
